size_kb,seq,random,random_idx
1436,1.40995,16.5043,2.94204
1437,1.41057,16.5346,2.95118
1438,1.40024,16.4433,2.98667
1439,1.41682,16.5468,2.94788
1440,1.41436,16.7502,3.03789
1441,1.41702,16.4617,2.96303
1442,1.40705,16.4597,2.94948
1443,1.40903,17.0227,4.28382
1444,1.46906,16.505,3.39475
1445,1.41673,16.877,3.13433
1446,1.4229,16.7275,3.07067
1447,1.37248,16.7479,3.04814
1448,1.41379,16.1971,2.9095
1449,1.50079,16.6546,3.03997
1450,1.38683,16.7474,3.01253
1451,1.40748,16.9033,3.05466
1452,1.41476,16.1361,3.03685
1453,1.3693,16.6026,3.03002
1454,1.42251,16.5992,2.99092
1455,1.41499,16.4809,2.97139
1456,1.40771,16.8063,3.03775
1457,1.40179,16.2334,3.01832
1458,1.41535,16.7585,2.94682
1459,1.40763,16.3153,2.95335
1460,1.41622,16.6377,2.99841
1461,1.40739,16.5272,3.02353
1462,1.40833,16.6297,2.98701
1463,1.40098,16.8735,2.99137
1464,1.4091,16.7558,2.97206
1465,1.41508,16.8792,3.0211
1466,1.41557,16.6393,2.96633
1467,1.40767,16.6233,2.9113
1468,1.39341,17.0486,3.02957
1469,1.37917,16.1129,2.99389
1470,1.41507,16.6562,2.98047
1471,1.42325,16.8837,2.99439
1472,1.41448,16.8785,2.97687
1473,1.40038,16.0225,2.89888
1474,1.40767,16.2248,2.97004
1475,1.4155,16.3725,2.98716
1476,1.41454,16.9015,2.94857
1477,1.41458,16.6299,3.01322
1478,1.42195,16.9276,3.03405
1479,1.42287,16.6158,2.98552
1480,1.41482,16.2148,3.0172
1481,1.41408,16.8252,3.03765
1482,1.41545,16.6501,2.97073
1483,1.41494,16.4376,2.96618
1484,1.37187,16.7782,2.99281
1485,1.42983,16.799,3.05731
1486,1.3995,16.6647,2.9889
1487,1.41522,16.4755,2.98722
1488,1.40037,16.1163,2.9206
1489,1.4239,16.8949,3.08523
1490,1.38088,16.5403,2.96634
1491,1.40735,16.6327,2.9452
1492,1.41795,16.5752,2.96984
1493,1.40898,16.5516,3.02016
1494,1.40013,16.881,3.04196
1495,1.40765,16.5239,2.96081
1496,1.40692,16.6176,3.04097
1497,1.4073,16.6599,2.96211
1498,1.41414,16.8706,2.9839
1499,1.37926,16.7574,3.0467
1500,1.42362,16.5542,2.95827
1501,1.41645,16.593,3.04057
1502,1.40742,16.863,2.99966
1503,1.40878,16.2375,2.98172
1504,1.40784,16.5745,3.05283
1505,1.41726,17.0182,2.96937
1506,1.40771,16.6572,3.03625
1507,1.40079,16.7589,3.09465
1508,1.42249,16.7444,2.98642
1509,1.40144,16.7775,3.05348
1510,1.37834,16.62,2.91792
1511,1.40816,16.8105,2.98516
1512,1.41656,16.7631,3.02235
1513,1.40749,16.1887,2.99975
1514,1.37145,16.6605,3.04491
1515,1.38127,16.6159,2.93677
1516,1.40914,16.6284,3.02801
1517,1.42292,16.6789,2.98979
1518,1.37227,16.8904,2.96815
1519,1.39966,16.2084,3.16946
1520,1.37262,16.8444,2.97093
1521,1.38563,16.6477,3.07609
1522,1.39992,16.257,3.02837
1523,1.42184,17.1409,3.05805
1524,1.41283,16.9096,3.03935
1525,1.41503,17.0142,3.05662
1526,1.41474,16.9877,3.04924
1527,1.41339,17.0607,3.05681
1528,1.40742,16.5506,2.98501
1529,1.41004,16.672,3.02469
1530,1.42584,16.8344,2.99162
1531,1.41473,16.9921,3.01324
1532,1.41499,16.5108,3.0011
1533,1.40775,16.8068,3.05897
1534,1.40737,16.6737,3.01665
1535,1.41511,16.9386,3.01469
1536,1.42422,16.899,2.98271
1537,1.40056,16.281,2.97778
1538,1.38589,16.4725,3.04956
1539,1.37987,16.5986,3.02935
1540,1.41573,17.0055,3.02237
1541,1.42684,17.0199,3.01594
1542,1.42262,16.9367,3.00951
1543,1.40033,16.8528,2.93335
1544,1.38656,17.1777,3.05513
1545,1.40032,17.038,3.02905
1546,1.40642,16.5775,2.97753
1547,1.40933,16.6874,3.02407
1548,1.4153,17.0991,3.04046
1549,1.42265,16.9614,3.09516
1550,1.38649,16.7695,3.00012
1551,1.40855,16.8475,3.01945
1552,1.40838,16.5226,3.01295
1553,1.42923,16.1237,2.90654
1554,1.41459,16.825,2.99261
1555,1.39986,16.7547,3.01854
1556,1.42195,16.5538,2.98033
1557,1.37899,16.9356,3.06376
1558,1.37526,16.7156,3.02663
1559,1.42342,16.7111,2.95807
1560,1.43029,16.8431,3.04073
1561,1.42202,17.0563,3.05623
1562,1.41543,16.5364,3.04955
1563,1.4097,16.7301,3.03951
1564,1.4303,16.9248,3.01218
1565,1.36492,16.8784,2.95742
1566,1.37117,16.113,3.03317
1567,1.41134,16.6418,2.96537
1568,1.40845,16.7126,2.96108
1569,1.40786,17.2244,3.07871
1570,1.41627,17.07,3.03338
1571,1.40837,16.7026,3.00357
1572,1.38723,16.5511,3.00207
1573,1.41409,17.1623,3.0205
1574,1.40693,16.9773,3.046
1575,1.38833,16.9393,3.14104
1576,1.37506,17.0937,2.98165
1577,1.43037,16.7098,2.99079
1578,1.41647,16.9945,3.00875
1579,1.41495,17.1254,3.07573
1580,1.40824,16.977,3.05696
1581,1.40672,16.5124,2.94316
1582,1.4216,17.0722,3.05963
1583,1.42443,17.0347,3.01344
1584,1.41462,16.9312,3.07048
1585,1.40804,16.9296,3.05125
1586,1.4087,17.0936,3.00164
1587,1.40244,16.2584,2.95364
1588,1.40621,17.0533,3.0582
1589,1.42205,17.0621,3.02447
1590,1.40691,16.8484,3.06106
1591,1.40789,17.1922,3.05851
1592,1.41483,16.9012,2.98043
1593,1.41487,16.9912,3.00802
1594,1.36468,17.4616,3.07591
1595,1.40014,17.1581,3.11184
1596,1.3786,17.0392,3.11894
1597,1.39253,16.8655,3.00439
1598,1.39987,16.6098,3.04162
1599,1.38976,16.7849,3.02372
1600,1.43811,17.2987,3.10334
1601,1.41477,17.0772,3.04761
1602,1.40897,17.0487,3.08349
1603,1.40062,16.8905,3.02712
1604,1.41509,16.9384,3.04457
1605,1.42249,17.2117,3.04819
1606,1.41496,16.9951,3.09522
1607,1.41429,17.3948,3.1079
1608,1.43034,16.4821,3.03801
1609,2.25711,17.1714,3.03908
1610,1.37334,16.7003,3.19687
1611,1.40874,17.1137,3.00669
1612,1.4214,16.8879,3.06956
1613,1.38594,16.8895,2.99483
1614,1.40754,17.3661,3.06443
1615,1.38554,17.2159,3.04791
1616,1.39413,16.6792,3.01414
1617,1.38088,17.1708,3.08188
1618,1.42302,17.0759,3.09447
1619,1.41444,16.3459,3.01616
1620,1.39959,16.6722,3.05764
1621,1.40814,16.7265,3.0762
1622,1.43074,16.8016,3.11638
1623,1.44533,16.9383,3.16207
1624,1.40696,17.0173,3.02758
1625,1.3649,16.9338,3.08468
1626,1.40684,16.8622,3.05312
1627,1.40759,16.9911,3.01887
1628,1.41489,16.4379,2.96371
1629,1.40012,16.5656,3.02171
1630,1.37863,17.2465,3.01392
1631,1.39991,16.7031,3.01569
1632,1.38609,17.078,3.01797
1633,1.42231,17.3319,3.10493
1634,1.40919,16.6988,3.01678
1635,1.41716,17.0949,3.05929
1636,1.42351,17.5695,3.07617
1637,1.37203,17.534,3.02959
1638,1.38662,17.0641,3.05719
1639,1.40609,16.8167,3.03691
1640,1.42924,16.4451,2.95563
1641,1.42167,17.1599,3.01151
1642,1.41611,17.1641,3.13098
1643,1.37471,17.1614,3.01923
1644,1.43315,17.1924,3.10242
1645,1.39139,16.7837,3.08667
1646,1.3743,16.8905,3.07104
1647,1.42217,16.8722,3.10962
1648,1.40777,16.9069,3.04491
1649,1.40284,17.1324,3.07829
1650,1.40686,16.844,3.09134
1651,1.37153,16.4641,3.0834
1652,1.38569,17.2781,3.07399
1653,1.41155,16.7568,3.11054
1654,1.40028,17.1195,2.97772
1655,1.39954,16.5459,3.09647
1656,1.42237,17.0848,3.01039
1657,1.4228,17.3661,3.09204
1658,1.42362,16.6437,3.05059
1659,1.42276,17.3845,3.11422
1660,1.40698,16.9463,3.10236
1661,1.40722,17.1408,3.06336
1662,1.41793,16.7905,3.11462
1663,1.40188,16.8117,3.03461
1664,1.41573,16.7555,3.01721
1665,1.37241,16.8051,3.02959
1666,1.38882,17.3292,3.03161
1667,1.42214,17.1014,3.09455
1668,1.40181,17.0454,3.02591
1669,1.40353,17.0143,3.03373
1670,1.42518,17.1837,3.08929
1671,1.38839,16.9587,3.00644
1672,1.37844,16.9796,3.0328
1673,1.42429,17.3886,3.10944
1674,1.41648,17.1054,3.09504
1675,1.4507,17.0772,3.1116
1676,1.37936,17.282,5.29542
1677,1.43254,17.0765,3.08647
1678,1.40754,16.8983,3.04268
1679,1.42839,17.2061,3.13702
1680,1.40869,17.104,3.0752
1681,1.41625,16.8427,3.10723
1682,1.40097,17.3065,3.04315
1683,1.417,17.2166,3.1477
1684,1.41752,17.1045,3.08007
1685,1.38582,17.1464,3.12381
1686,1.38616,17.0693,3.09208
1687,1.39954,17.1094,3.09929
1688,1.42213,16.3782,2.99949
1689,1.4075,16.8634,3.12661
1690,1.4156,17.118,3.05312
1691,1.38653,17.1865,3.07013
1692,1.41557,17.2608,3.05814
1693,1.41067,16.6635,2.97474
1694,1.41652,17.1554,3.06043
1695,1.43136,17.2489,3.0896
1696,1.44948,17.102,3.15627
1697,1.40811,16.8384,3.03317
1698,1.41907,17.0702,3.07545
1699,1.40916,16.5771,3.00218
1700,1.4146,17.0704,3.05832
1701,1.39969,16.9559,3.05025
1702,1.438,16.8972,3.04557
1703,1.35836,16.9379,3.12239
1704,1.40705,17.0167,3.03862
1705,1.40747,17.1199,3.00384
1706,1.41521,17.1659,3.06833
1707,1.37834,16.9947,2.98157
1708,1.37839,17.0394,3.05955
1709,1.38719,17.261,3.11383
1710,1.42427,17.1126,3.01578
1711,1.42411,16.911,3.09964
1712,1.4068,16.929,3.06601
1713,1.42293,16.7747,3.00274
1714,1.40697,16.7219,3.10809
1715,1.40261,17.0046,3.13058
1716,1.41203,17.1038,3.07455
1717,1.39983,17.3751,3.11059
1718,1.40895,16.8967,3.02599
1719,1.3649,16.4071,3.05067
1720,1.39262,17.1181,3.0921
1721,1.42318,17.0453,3.08497
1722,1.41444,16.7215,3.10966
1723,1.45361,17.086,3.14575
1724,1.37245,16.9171,3.13822
1725,1.40761,16.8445,3.1325
1726,1.42847,17.0961,3.11747
1727,1.41434,16.5711,3.14673
1728,1.41523,17.4315,3.07968
1729,1.42286,16.9446,3.02258
1730,1.38533,16.7653,3.09225
1731,1.40842,17.0961,3.12098
1732,1.39955,17.0163,3.07759
1733,1.38833,17.1618,3.08917
1734,1.42188,17.0728,3.07934
1735,1.38247,17.0925,3.14584
1736,1.402,17.2412,3.09091
1737,1.42197,17.0127,3.06373
1738,1.37839,16.7466,3.03034
1739,1.41977,17.2431,3.14747
1740,1.41725,16.9344,3.11134
1741,1.40711,17.1907,3.06329
1742,1.42335,17.2048,3.13847
1743,1.41576,16.7236,3.06975
1744,1.40018,17.1114,3.13685
1745,1.4084,17.3182,3.14511
1746,1.41605,17.2775,3.12527
1747,1.41599,17.1821,3.09211
1748,1.45601,17.1562,3.03262
1749,1.41606,17.0855,3.17985
1750,1.42312,17.0963,3.07519
1751,1.37059,17.3073,3.14333
1752,1.41701,17.2819,3.18058
1753,1.422,17.143,3.0995
1754,1.38499,16.645,3.07556
1755,1.42365,17.501,3.12831
1756,1.37071,17.3418,3.1369
1757,1.41549,17.0112,3.11364
1758,1.416,16.861,3.00576
1759,1.38628,17.0193,3.16494
1760,1.36629,17.1102,3.07366
1761,1.4079,16.9329,3.0612
1762,1.37963,17.3753,3.09158
1763,1.47684,17.2655,3.11598
1764,1.40858,17.2152,3.1011
1765,1.38863,17.0673,3.12295
1766,1.41153,17.229,3.16819
1767,1.45437,17.0008,3.16268
1768,1.38497,16.7703,3.10587
1769,1.40719,17.0763,3.06868
1770,1.41576,17.231,3.07131
1771,1.4069,17.1211,3.10051
1772,1.40981,17.1988,3.07043
1773,1.36469,16.7433,3.16049
1774,1.41543,16.8601,3.09434
1775,1.41547,17.1885,3.13798
1776,1.41615,17.0934,3.17049
1777,1.41812,17.2603,3.26334
1778,1.37912,16.755,3.11903
1779,1.41514,17.1596,3.13738
1780,1.37453,17.0886,3.14954
1781,1.41484,16.7343,3.10807
1782,1.42381,17.1098,3.08045
1783,1.40774,16.5319,3.026
1784,1.39977,17.2012,3.09043
1785,1.42279,17.471,3.14982
1786,1.37193,17.0664,3.07677
1787,1.38659,17.025,3.08028
1788,1.44968,17.0136,3.08406
1789,1.41549,17.3323,3.08124
1790,1.40232,17.2209,3.19528
1791,1.37671,16.9087,3.08577
1792,1.41037,18.2742,3.09604
1793,1.39046,17.5828,3.19341
1794,1.40889,16.7751,3.12898
1795,1.41715,17.4935,3.17806
1796,1.41371,16.8423,3.06621
1797,1.37312,16.746,3.15435
1798,1.4074,16.972,3.15861
1799,1.42321,17.0982,3.15777
1800,1.40802,16.9661,3.08811
1801,1.38574,17.1213,3.08631
1802,1.40027,16.7593,3.09789
1803,1.43871,17.2885,3.11318
1804,1.42327,17.1201,3.11673
1805,1.4123,17.4159,3.0991
1806,1.4147,17.1191,3.16234
1807,1.40647,16.9271,3.07116
1808,1.43673,17.2836,3.16501
1809,1.44183,17.4434,3.16725
1810,1.40187,16.8742,3.15508
1811,1.42574,17.5705,3.16584
1812,1.3786,17.2631,3.13195
1813,1.40734,16.7559,3.02452
1814,1.42745,17.0236,3.09476
1815,1.42233,17.4501,3.1425
1816,1.41567,17.5131,3.10526
1817,1.41453,17.0125,3.15944
1818,1.40617,16.7004,3.04635
1819,1.41189,17.4794,3.09698
1820,1.372,17.3195,3.15478
1821,1.37971,16.7315,3.09755
1822,1.403,17.1859,3.10215
1823,1.40781,17.1807,3.11323
1824,1.40901,17.2494,3.08894
1825,1.40051,16.7257,3.21634
1826,1.40828,16.932,3.09814
1827,1.40876,17.2815,3.15194
1828,1.41472,17.5339,3.07689
1829,1.40112,17.4077,3.14302
1830,1.3775,17.0906,3.1405
1831,1.38705,18.8515,3.18036
1832,1.4068,17.3335,3.17226
1833,1.42429,16.761,3.112
1834,1.36474,17.0576,3.15413
1835,1.41541,17.1589,3.19676
1836,1.36647,16.8327,3.01746
1837,1.41753,17.142,3.15648
1838,1.37793,16.6255,3.12129
1839,1.43624,16.9819,3.20408
1840,1.43751,17.1905,3.13449
1841,1.42336,17.0927,3.01417
1842,1.40967,17.5046,3.17098
1843,1.40277,16.8825,3.04108
1844,1.38617,16.904,3.24442
1845,1.42356,17.2966,3.1436
1846,1.41755,17.3361,3.20411
1847,1.40746,17.1809,3.09507
1848,1.40945,16.6333,3.08336
1849,1.42288,16.827,3.04549
1850,1.40686,17.4038,3.16543
1851,1.4006,17.0889,3.0609
1852,1.42314,17.0992,3.09885
1853,1.42282,16.9118,3.053
1854,1.41453,17.364,3.22143
1855,1.40059,17.2836,3.18272
1856,1.3795,17.0172,3.08307
1857,1.4149,17.2878,3.13194
1858,1.4016,17.2885,3.08469
1859,1.40269,17.3249,3.04076
1860,1.46624,17.5776,3.11251
1861,1.41838,17.31,3.16973
1862,1.41048,20.2401,3.65299
1863,1.47251,16.6733,3.10107
1864,1.41566,17.0491,3.18311
1865,1.37856,17.2873,3.18334
1866,1.42108,17.4545,3.14005
1867,1.42313,17.6339,3.19381
1868,1.38109,17.459,3.14652
1869,1.38659,17.0934,3.14616
1870,1.3862,16.9292,3.0992
1871,1.39984,17.1492,3.04616
1872,1.40759,17.5532,3.19834
1873,1.40088,17.356,3.12717
1874,1.4601,17.5212,3.11964
1875,1.41811,16.7845,3.05576
1876,1.41368,16.8963,3.13039
1877,1.42237,17.0821,3.0942
1878,1.40178,16.8285,3.24569
1879,1.41492,17.2588,3.15805
1880,1.41504,17.6351,3.16745
1881,1.42275,17.4036,3.15295
1882,1.44936,17.3014,3.16444
1883,1.44624,16.8711,3.08617
1884,1.46951,17.2779,3.1717
1885,1.44192,17.2044,3.16219
1886,1.37713,16.8922,3.19687
1887,1.41396,17.3487,3.11641
1888,1.40018,17.3121,3.2166
1889,1.37903,17.1244,3.16313
1890,1.36597,17.2621,3.21484
1891,1.40117,16.9692,3.15753
1892,1.41456,17.1652,3.15525
1893,1.37837,17.1038,3.10861
1894,1.41662,17.1683,3.1644
1895,1.38696,17.2924,3.09113
1896,1.37826,17.2392,3.02685
1897,1.41447,17.2919,3.09756
1898,1.40732,17.397,3.15202
1899,1.4001,17.2856,3.14604
1900,1.44073,17.3608,3.08334
1901,1.41037,17.6357,3.19745
1902,1.42791,17.4733,3.16722
1903,1.40708,17.4712,3.22694
1904,1.42839,17.2189,3.05687
1905,1.4062,17.3729,3.0997
1906,1.4145,16.8693,3.16031
1907,1.42443,17.1579,3.1947
1908,1.40709,17.4029,3.15485
1909,1.43058,17.0147,3.04912
1910,1.38551,17.083,3.22009
1911,1.41398,17.3171,3.1723
1912,1.4074,16.6958,3.09213
1913,1.39234,17.2244,3.18357
1914,1.4175,17.2804,3.18156
1915,1.40785,17.1682,3.22753
1916,1.43375,17.1563,3.11607
1917,1.37857,16.9081,3.07046
1918,1.38495,17.6759,3.16235
1919,1.42911,17.3149,3.15976
1920,1.40735,17.6706,3.20699
1921,1.41481,17.7534,3.216
1922,1.42705,17.0001,3.20588
1923,1.41019,17.0792,3.10729
1924,1.40459,17.2397,3.11514
1925,1.40744,17.1842,3.18682
1926,1.37903,17.2504,3.13022
1927,1.42531,17.4707,3.12042
1928,1.45035,17.2471,3.19462
1929,1.41754,16.832,3.0591
1930,1.42921,17.284,3.09628
1931,1.41454,17.4404,3.15661
1932,1.42171,17.153,3.1329
1933,1.47503,17.5534,3.18882
1934,1.41269,16.9466,3.15333
1935,1.42204,17.1423,3.20375
1936,1.37623,17.1338,3.13405
1937,1.47571,17.295,3.16242
1938,1.36448,17.2404,3.14004
1939,1.45516,17.5038,3.17836
1940,2.00418,17.3225,3.13901
1941,1.41494,17.1943,3.22276
1942,1.41531,17.3273,3.13493
1943,1.44954,16.6847,3.13399
1944,1.40137,17.2934,3.109
1945,1.46821,17.4701,3.26252
1946,1.3807,17.4835,3.21625
1947,1.37604,17.3455,3.19859
1948,1.42056,17.4503,3.14355
1949,1.40703,17.6857,3.12586
1950,1.41548,17.152,3.17558
1951,1.43763,17.3476,3.15587
1952,1.4221,17.2926,3.2088
1953,1.38584,17.3199,3.09677
1954,1.43467,17.2453,3.12147
1955,1.36529,17.2915,3.14547
1956,1.38581,17.2193,3.18982
1957,1.42509,17.0497,3.1674
1958,1.40744,17.3096,3.0985
1959,1.40236,17.3624,3.19826
1960,1.41445,17.1274,3.18549
1961,1.43004,17.562,3.13626
1962,1.41,17.7609,3.22706
1963,1.38596,17.4691,3.23278
1964,1.40213,17.2319,3.16296
1965,1.37871,16.8781,3.19183
1966,1.41948,17.4431,3.14097
1967,1.36555,17.6253,3.21361
1968,1.39928,17.2894,3.11119
1969,1.4149,16.6755,3.05636
1970,1.36455,17.5818,3.13093
1971,1.38617,17.6343,3.14149
1972,1.38538,17.4152,3.16719
1973,1.39998,17.1659,3.16517
1974,1.37857,17.4761,3.2116
1975,1.3969,17.4946,3.13197
1976,1.426,17.2752,3.13329
1977,1.41399,16.8653,3.21245
1978,1.38051,17.7185,3.21937
1979,1.38703,17.3997,3.29816
1980,1.40754,17.1357,3.18314
1981,1.3872,17.6007,3.22816
1982,1.40124,17.2909,3.19442
1983,1.40558,17.0139,3.09154
1984,1.43356,17.5339,3.14042
1985,1.4621,17.0685,3.1919
1986,1.37545,17.2564,3.10265
1987,1.4025,17.4508,3.12074
1988,1.39263,17.6744,3.10522
1989,1.40422,17.4197,3.28727
1990,1.43955,17.7399,3.20829
1991,1.41468,17.5149,3.11488
1992,1.43975,17.6019,3.23167
1993,1.40667,17.6064,3.22
1994,1.43345,17.4213,3.29014
1995,1.38536,17.6564,3.09844
1996,1.3739,17.4526,3.19585
1997,1.40394,17.5704,3.15153
1998,1.40841,17.2625,3.08993
1999,1.37881,17.5123,3.24612
2000,1.42447,17.3241,3.13835
2001,1.37161,17.246,3.14793
2002,1.4174,17.2936,3.19545
2003,1.41677,17.5798,3.24202
2004,1.45601,17.2194,3.15018
2005,1.45578,17.8062,3.18609
2006,1.45023,17.5975,3.18826
2007,1.40732,17.1363,3.14498
2008,1.39976,17.2509,3.16842
2009,1.42814,17.5088,3.13311
2010,1.39225,17.744,3.17081
2011,1.41994,17.557,3.2177
2012,1.42177,17.1193,3.20835
2013,1.39995,17.2716,3.20236
2014,1.36749,16.7255,3.13071
2015,1.40735,17.3339,3.23321
2016,1.40983,17.3967,3.1158
2017,1.40084,17.1699,3.12581
2018,1.43746,17.7619,3.10353
2019,1.38555,16.9317,3.18991
2020,1.41727,17.4614,3.13887
2021,1.45765,17.6027,3.2668
2022,1.40873,17.662,3.16457
2023,1.38573,17.4922,3.14768
2024,1.45306,16.7525,3.16566
2025,1.41515,17.144,3.10431
2026,1.41469,16.9517,3.17047
2027,1.40914,17.4975,3.31476
2028,1.40739,17.6916,3.38383
2029,1.41471,18.3467,3.22902
2030,1.41425,17.3362,3.14297
2031,1.4289,17.2978,3.1831
2032,1.41706,17.4437,3.13382
2033,1.4781,18.2798,3.27584
2034,1.43341,18.4036,3.29206
2035,1.44649,18.3978,3.31535
2036,1.45013,17.9108,3.28592
2037,1.40714,18.2858,3.28044
2038,1.4632,17.9878,3.36682
2039,1.45226,17.727,3.24955
2040,1.42268,18.1111,3.32637
2041,1.41652,18.149,3.27908
2042,1.40851,18.5378,3.21858
2043,1.44789,17.3662,3.3214
2044,1.47448,17.7993,3.24104
2045,1.45947,18.3687,3.30877
2046,1.40792,17.8528,3.22279
2047,1.49363,17.245,3.20711
2048,1.45277,17.8397,3.36729
2560,1.45644,18.8103,3.39103
3072,1.43699,18.6323,3.54043
3584,1.44067,18.374,3.56255
4096,1.47969,18.3843,3.61646
4608,1.45801,19.0359,3.74659
5120,1.4534,19.2556,3.82964
5632,1.45562,19.2244,3.70556
6144,1.45346,19.9218,3.89515
6656,1.45955,19.1372,3.74401
7168,1.43024,19.2206,3.88323
7680,1.40756,18.663,3.92259
8192,1.3974,18.8076,3.8812
8704,1.45892,18.6127,3.85089
9216,1.44251,18.6855,4.02195
9728,1.39492,18.9541,3.82184
10240,1.4516,19.1977,4.06929
10752,1.43295,18.7006,3.94995
11264,1.41856,19.004,4.09657
11776,1.43364,19.1071,3.99039
12288,1.4487,18.6791,4.01995
12800,1.40853,18.8214,3.98656
13312,1.44245,19.2563,4.01194
13824,1.44465,18.992,4.08978
14336,1.42335,19.1521,4.02877
14848,1.43208,19.1272,3.9324
15360,1.44491,19.317,4.0453
15872,1.41203,19.0519,4.2719
16384,1.4466,18.6276,4.10999
16896,1.43496,19.2758,4.17069
17408,1.42561,19.1895,4.0929
17920,1.429,19.1703,4.03215
18432,1.4231,19.13,4.09667
18944,1.4364,19.1521,4.03864
19456,1.43151,19.0593,4.14192
19968,1.43832,19.0607,4.30584
20480,1.43582,19.0609,4.07815
20992,1.43899,18.8202,4.29033
21504,1.43736,19.1147,4.34568
22016,1.42094,18.9913,4.32953
22528,1.45798,19.0689,4.32208
23040,1.44007,18.9729,4.0304
23552,1.44974,19.1963,4.3202
24064,1.4442,19.2274,4.41284
24576,1.43645,19.1585,4.31995
25088,1.44797,19.1854,4.34504
25600,1.42861,19.2483,4.39381
26112,1.43094,19.3365,4.64658
26624,1.44893,19.2771,4.41316
27136,1.49598,20.0036,4.59624
27648,1.49931,19.7049,4.42955
28160,1.45712,19.5806,4.53296
28672,1.45672,19.3853,4.50568
29184,1.44874,19.7363,4.45278
29696,1.43159,19.5449,4.36897
30208,1.45478,19.4979,4.43748
30720,1.4427,19.528,4.42435
31232,1.44349,19.3926,4.5144
31744,1.43106,19.6277,4.4439
32256,1.47883,19.4075,4.50388
32768,1.44185,19.7077,4.96943
37888,1.4372,20.0551,5.23247
43008,1.45789,20.29,5.06335
48128,1.44291,22.5188,6.32023
53248,1.44713,24.0435,6.93074
58368,1.51685,26.2032,10.6564
63488,1.46063,30.8063,9.73882
68608,1.43906,34.6381,10.6822
73728,1.51107,37.278,11.9145
78848,1.50123,44.996,13.4837
83968,1.52576,48.4951,14.4753
89088,1.49825,54.4673,15.3372
94208,1.48848,60.69,15.9885
99328,1.4976,65.2143,16.6745
104448,1.47988,68.1058,17.2
109568,1.48388,71.1245,17.2855
114688,1.48692,74.0399,17.7502
119808,1.48677,75.947,18.103
124928,1.48686,78.005,18.1569
130048,1.49013,79.1686,21.0426
135168,1.51767,81.1262,18.7418
140288,1.54405,82.2391,18.9264
145408,1.52936,82.6808,19.1829
150528,1.51541,83.8754,19.3882
